,Address,Txn_hash,blocks,date,from,txn_type,to,value,Txn_fee
4618,0x6220d7a458a68d6a554e5904792049fd2ef6bbcc,0x6d030d7e9810a834982e0f616c4a34171d464bd30dc87d571dee5298490ba4d2,4176464,2017-08-19 6:35:00,Gemini 1, IN ,0x6220d7a458a68d6a554e5904792049fd2ef6bbcc,0.1445 Ether,0.00105
4619,0x17021eaebcd51eed93a45a6f81b71c441182e8d2,0x17d0ed97c3a8f24931257392f403d1c5e362002996095faa398fcbb8405a8be9,4183677,2017-08-21 0:05:22,0x6396440f37fbfecd95537bee2880b7e0e4bfaf7b, IN ,0x17021eaebcd51eed93a45a6f81b71c441182e8d2,"50,000 Ether",0.000441
4620,0x17021eaebcd51eed93a45a6f81b71c441182e8d2,0xd1143f868da3af678a90bc83eee4ebd01487da000eb0f481cb4ee924773947c4,4180380,2017-08-20 5:09:29,0x17021eaebcd51eed93a45a6f81b71c441182e8d2,OUT,0xbaad9cac5007dd6f40320e74d92ccefbaeb8beed,0.001 Ether,0.000441
4621,0x17021eaebcd51eed93a45a6f81b71c441182e8d2,0x311680922b4485064ea29e75fe25616fa3ec5764a665ab68d285069aabab5d37,4176462,2017-08-19 6:34:22,Gemini 1, IN ,0x17021eaebcd51eed93a45a6f81b71c441182e8d2,0.388 Ether,0.00105
4622,0x45c0ac102f35384825abb6e4ba70c786e9697ae3,0x08c3c0600d9edae1b471a582104194a6cc472e4db2530c5b0a861ee431fcfc0d,4183673,2017-08-21 0:03:42,0x6396440f37fbfecd95537bee2880b7e0e4bfaf7b, IN ,0x45c0ac102f35384825abb6e4ba70c786e9697ae3,"50,000 Ether",0.000441
4623,0x45c0ac102f35384825abb6e4ba70c786e9697ae3,0x865b2981540ea52f51cc2c8ced6fe7baa53b21a9a4437b99e3361bb12dc71b84,4180380,2017-08-20 5:09:29,0x45c0ac102f35384825abb6e4ba70c786e9697ae3,OUT,0xbaad9cac5007dd6f40320e74d92ccefbaeb8beed,0.001 Ether,0.000441
4624,0x45c0ac102f35384825abb6e4ba70c786e9697ae3,0x5ba7efd48ed150ef861fa47219e93db0327141098a45fdb295f64c26ac4cf8a0,4176461,2017-08-19 6:34:06,Gemini 1, IN ,0x45c0ac102f35384825abb6e4ba70c786e9697ae3,0.332 Ether,0.00105
4625,0x71cdbc5b77c03d855ed1ec61ec5c2d3627c61e78,0xc54b4516c979862fcf2a1322503ec51390bc99e60867258f112f64e04442943c,4183669,2017-08-21 0:02:17,0x6396440f37fbfecd95537bee2880b7e0e4bfaf7b, IN ,0x71cdbc5b77c03d855ed1ec61ec5c2d3627c61e78,"50,000 Ether",0.000441
4626,0x71cdbc5b77c03d855ed1ec61ec5c2d3627c61e78,0x3a6f8e418e891685bd6cc1143915103728a9e648c0477d875051a478df6959df,4180169,2017-08-20 3:56:39,0x71cdbc5b77c03d855ed1ec61ec5c2d3627c61e78,OUT,0xbaad9cac5007dd6f40320e74d92ccefbaeb8beed,0.002 Ether,0.000441
4627,0x71cdbc5b77c03d855ed1ec61ec5c2d3627c61e78,0x2b0b2b98d512b94a588dfc7b2cc42027078ec26bdc594f65d3ca1d84aa5bc30f,4176459,2017-08-19 6:33:10,Gemini 1, IN ,0x71cdbc5b77c03d855ed1ec61ec5c2d3627c61e78,0.2349 Ether,0.00105
4628,0x1b0105235f7c8e1b71e681302cc5dd72169f5b7e,0x84b32fa1e77cae02f66568b2c666b878c03ed038e9d7738da237fcb6f44f93c5,4183653,2017-08-20 23:56:38,0x8a1134aa388a5feee16e1315b75988b311e2a2ce, IN ,0x1b0105235f7c8e1b71e681302cc5dd72169f5b7e,"50,000 Ether",0.000441
4629,0x1b0105235f7c8e1b71e681302cc5dd72169f5b7e,0x7115e9783484914e5c11b21fc398f6b10b3432d42b538f91202819695cc7292d,4180377,2017-08-20 5:07:08,0x1b0105235f7c8e1b71e681302cc5dd72169f5b7e,OUT,0xbaad9cac5007dd6f40320e74d92ccefbaeb8beed,0.002 Ether,0.000441
4630,0x1b0105235f7c8e1b71e681302cc5dd72169f5b7e,0x10f6db12e603631d0ebe588aec15c8a1d9ecc67af68d149d23b0d7a78b5c3981,4176454,2017-08-19 6:31:30,Gemini 1, IN ,0x1b0105235f7c8e1b71e681302cc5dd72169f5b7e,0.224 Ether,0.00105
4631,0x532d90e829680721a2edb4cdb072ec45dab1333c,0xbc46a51f5581a4c17419d53867e0cd93d1efd33c0eeea04e8ee9c0f2c896359b,4183657,2017-08-20 23:58:13,0x8a1134aa388a5feee16e1315b75988b311e2a2ce, IN ,0x532d90e829680721a2edb4cdb072ec45dab1333c,"50,000 Ether",0.000441
4632,0x532d90e829680721a2edb4cdb072ec45dab1333c,0x94d045f939ac6b0586f5386fe90a7ae79594bda53ebd3306ba131f812a7b1967,4180377,2017-08-20 5:07:08,0x532d90e829680721a2edb4cdb072ec45dab1333c,OUT,0xbaad9cac5007dd6f40320e74d92ccefbaeb8beed,0.001 Ether,0.000441
4633,0x532d90e829680721a2edb4cdb072ec45dab1333c,0xe6e907fd53ca96df697d55e80ab6ce4d6784cd2d455f3a2a31f3b5ce20b24391,4176454,2017-08-19 6:31:30,Gemini 1, IN ,0x532d90e829680721a2edb4cdb072ec45dab1333c,0.223 Ether,0.00105
4634,0x83403a5fbf92c88d35ac77633b29a87716db4ff6,0x972986e8f7017d70a495847d4c239bb8590f67b197127172788171e93a7111d8,4183687,2017-08-21 0:08:54,0x8c4e477900aeb21bdb47da8f3ad72b9ff1666a14, IN ,0x83403a5fbf92c88d35ac77633b29a87716db4ff6,"50,000 Ether",0.000441
4635,0x83403a5fbf92c88d35ac77633b29a87716db4ff6,0xafc4eb21085b44c4b6ccc02abbf940d57bee046edcf6b15279cf59b1f85b39a7,4180380,2017-08-20 5:09:29,0x83403a5fbf92c88d35ac77633b29a87716db4ff6,OUT,0xbaad9cac5007dd6f40320e74d92ccefbaeb8beed,0.002 Ether,0.000441
4636,0x83403a5fbf92c88d35ac77633b29a87716db4ff6,0xa785f60d7c1df5a08df885f1ec1d67e1387e37f96d5741307f1151a03c3a730e,4176464,2017-08-19 6:35:00,Gemini 1, IN ,0x83403a5fbf92c88d35ac77633b29a87716db4ff6,0.222 Ether,0.00105
4637,0x07f1d450b16e53302931c5362ee0ab41f2978541,0xd4037c833d8aa5a60960c96034755b11e5643cdfcb7f8f1c7d1c47855f4c2df7,4183617,2017-08-20 23:39:58,0xeda8191125e8374ff4f589cc56f26548923e94ee, IN ,0x07f1d450b16e53302931c5362ee0ab41f2978541,"50,000.15 Ether",0.000441
4638,0x07f1d450b16e53302931c5362ee0ab41f2978541,0xccbcd0f2a971c18101abecb5e5d8ce779178ec1a32cfae25c6f1cc26332ea05b,4176530,2017-08-19 7:00:35,0x07f1d450b16e53302931c5362ee0ab41f2978541,OUT,0xbaad9cac5007dd6f40320e74d92ccefbaeb8beed,0.011 Ether,0.000441
4639,0x07f1d450b16e53302931c5362ee0ab41f2978541,0xcf98ce988cf477ab6eb3f225c77be62540cdf5c835d9593e5978e7a6bbcdce3a,4176523,2017-08-19 6:57:47,0x07f1d450b16e53302931c5362ee0ab41f2978541,OUT,0xbaad9cac5007dd6f40320e74d92ccefbaeb8beed,0.01 Ether,0.000441
4640,0x07f1d450b16e53302931c5362ee0ab41f2978541,0xd4b9957d5415f6e5600eee1d7d0f7b9baa606134c7ea53e765c34be8ce7ac413,4176450,2017-08-19 6:29:19,Gemini 1, IN ,0x07f1d450b16e53302931c5362ee0ab41f2978541,0.022 Ether,0.00105
4641,0x32ee845fb08699fec04e1129c77ba326abf621c7,0x286cbc48adb5decc1edce5b4f713e5ccce778e16c2bee6a35335ad4424023c8d,4183662,2017-08-21 0:00:04,0x8a1134aa388a5feee16e1315b75988b311e2a2ce, IN ,0x32ee845fb08699fec04e1129c77ba326abf621c7,"50,000 Ether",0.000441
4642,0x32ee845fb08699fec04e1129c77ba326abf621c7,0xb3fd72b314472abb2860ac03ee84a8ca22c11a89f6f150ed33f3aa77e57d8f6a,4180380,2017-08-20 5:09:29,0x32ee845fb08699fec04e1129c77ba326abf621c7,OUT,0xbaad9cac5007dd6f40320e74d92ccefbaeb8beed,0.001 Ether,0.000441
4643,0x32ee845fb08699fec04e1129c77ba326abf621c7,0xcf639e7f9d48b44bd13ccc4e87baae7b3832dd608df96680bc33dfb140b36b12,4176458,2017-08-19 6:33:06,Gemini 1, IN ,0x32ee845fb08699fec04e1129c77ba326abf621c7,0.1432 Ether,0.00105
4644,0xc97b6e3e4301617f617b23120f31303e8ccee606,0x09908256cb0b4ffdd62e97f800d273b7d63f878b92739be620e163d256569e0d,4183027,2017-08-20 20:13:08,0xeda8191125e8374ff4f589cc56f26548923e94ee, IN ,0xc97b6e3e4301617f617b23120f31303e8ccee606,"50,000 Ether",0.000441
4645,0xc97b6e3e4301617f617b23120f31303e8ccee606,0x8fc3cc027a7e0324baa7ca77ac9ceb0d5cc071cdf8bdde3fac78f36909b1cc2c,4176523,2017-08-19 6:57:47,0xc97b6e3e4301617f617b23120f31303e8ccee606,OUT,0xbaad9cac5007dd6f40320e74d92ccefbaeb8beed,0.005 Ether,0.000441
4646,0xc97b6e3e4301617f617b23120f31303e8ccee606,0xab39c00c9ca40d961ebe5504196c56c083827a3328170b540efd65362da16dbf,4176448,2017-08-19 6:28:19,Gemini 1, IN ,0xc97b6e3e4301617f617b23120f31303e8ccee606,0.021 Ether,0.00105
4647,0x565b8fbf9336bec8fbfb4f78fbf30d7f70d6973b,0x8642b5d1a385a7894be1eaa3920ca5aed5d1be338b3cef9c88652f599ac88aac,4183636,2017-08-20 23:49:14,0x3f043f57d59a185fb0bafd3709c913d29f323ae1, IN ,0x565b8fbf9336bec8fbfb4f78fbf30d7f70d6973b,"50,000 Ether",0.000441
4648,0x565b8fbf9336bec8fbfb4f78fbf30d7f70d6973b,0x6f340de341e839f0b9f749c0d4afc9dbd4e5c652d75c6e4fe30f8783f3dc55b7,4176539,2017-08-19 7:03:37,0x565b8fbf9336bec8fbfb4f78fbf30d7f70d6973b,OUT,0xbaad9cac5007dd6f40320e74d92ccefbaeb8beed,0.01 Ether,0.000441
4649,0x565b8fbf9336bec8fbfb4f78fbf30d7f70d6973b,0x43ffaf2bb85487c0293128508ee03d5dabd48c54d24396bfd38dc5d70841bcd6,4176450,2017-08-19 6:29:19,Gemini 1, IN ,0x565b8fbf9336bec8fbfb4f78fbf30d7f70d6973b,0.023 Ether,0.00105
4650,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,0x8ae5096b0a9b6aee185d8a5df033c29685473fc18d3358c8280e46911f510e67,3352692,2017-03-14 22:38:19,0xf3374c5d7394db9f84421fb4c7dd3f7a48928b80, IN ,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,0.001 Ether,0.000168
4651,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,0xb42bf2eb1726e23d1692ac3c1d368ba68dea042ec40dede1b6b9870b0f99188a,3352638,2017-03-14 22:27:04,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,OUT,0x5f3d263c1ab3081be7c3b76d65afd39ba5591526,0.388 Ether,0.00042
4652,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,0xdf8aae0806ca26e81ceee5d6ebd183e2c876c38e272be1711a3ff06fa2ed02ee,2458596,2016-10-17 19:42:00,0xf3374c5d7394db9f84421fb4c7dd3f7a48928b80, IN ,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,"4,000.01 Ether",0.004894256925
4653,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,0x5819126ec1ae79fdcf47b23d04f7e2a62fd3f2312eb55ab878fd49d149c43572,2458551,2016-10-17 19:27:24,0xf3374c5d7394db9f84421fb4c7dd3f7a48928b80, IN ,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,"40,000.01 Ether",0.008123325461
4654,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,0xf2aef423fef648cf42937d16c1ac1c327269cb9851e0c4bcb867474f3b34320f,2457439,2016-10-17 15:11:19,Poloniex 1, IN ,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,"2,000 Ether",0.002535936605
4655,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,0x9f4ab5a0e0b05c0e9b738b0b19bcad22b1574c8e070cc3105d1cc5e82f5f1b68,2427826,2016-10-12 17:39:31,Poloniex 1, IN ,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,"1,999.99 Ether",0.00063
4656,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,0x792d7ab9eee3641dffb3a7e559c1730f06d445d4114c0e1f409629d24b8424a5,2253164,2016-09-13 17:59:29,Poloniex 1, IN ,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,"2,000 Ether",0.00063
4657,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,0x5041307fcb9fc025705e8651ad8d7511bb8b1fd5273ce05ed759dcdacf1e526f,2253150,2016-09-13 17:55:30,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,OUT,0xc769800f685299af0c107df62c629cbafdd2f011,0.1 Ether,0.000441
4658,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,0xaa2598f2bd9e8c387f3db6961c992fe7f61e7b9e430a600eac7b5615607202dc,2253142,2016-09-13 17:53:02,0x820c3a3ec18f46f9b2df32035a4b0a474db3452c, IN ,0x8387dbf85230975a26909c1240f6aea7eb45f9f3,0.478619328 Ether,0.000381822
4659,0xe780a56306ba1e6bb331952c22539b858af9f77d,0x0952c77a2584883a59f728346c3987c7197fe93fb585f2fe6fc701c9cbb7f298,8266019,2019-08-01 16:54:05,0x33538b3808aa60f88d9564bc93e2f70b51e79a55, IN ,0xe780a56306ba1e6bb331952c22539b858af9f77d,911 wei,0.000021
4660,0xe780a56306ba1e6bb331952c22539b858af9f77d,GENESIS_e780a56306ba1e6bb331952c22539b858af9f77d,0,2015-07-30 15:26:13,GENESIS, IN ,0xe780a56306ba1e6bb331952c22539b858af9f77d,"50,000 Ether",0
4661,0x39c7984d605beb25d74377dd1f658a5a5928dffb,0x35d4f00a667301d16e2de8882b6d94a96aa3bbfad5238b59127bdf01bf636b5f,9428643,2020-02-06 10:55:05,0xbf38091fd368153b94bb556979d78ed0c5371260, IN ,0x39c7984d605beb25d74377dd1f658a5a5928dffb,"1,148.23447483992838 Ether",0.000189
4662,0x39c7984d605beb25d74377dd1f658a5a5928dffb,0x2e8a4c33593a40b5eb10d23c375556c34285b69fd2914181b2b314bc596670a1,9428643,2020-02-06 10:55:05,0x78aed4815da6e4224ae227bae31b4c54f76d7a9e, IN ,0x39c7984d605beb25d74377dd1f658a5a5928dffb,"5,000 Ether",0.000189
4663,0x39c7984d605beb25d74377dd1f658a5a5928dffb,0x555d8138c28076f64d79a1072889ac3d3d1b78d4710b77ea1ba8af4fb98c962a,9426680,2020-02-06 3:25:01,0xadf21f56e3d379c220cdcef6d21b64b3713fdf0f, IN ,0x39c7984d605beb25d74377dd1f658a5a5928dffb,"5,000 Ether",0.000168
4664,0x39c7984d605beb25d74377dd1f658a5a5928dffb,0xe57b7c3bc36d89d1648756d1490610a0cffd9079acc792eec797509353b51749,9426677,2020-02-06 3:24:25,0x602cfb0b252719ceab4b62ac6334d8f2d496732c, IN ,0x39c7984d605beb25d74377dd1f658a5a5928dffb,119.163544126460388 Ether,0.000168
4665,0x39c7984d605beb25d74377dd1f658a5a5928dffb,0x5d06f7b3892e58794bf775f6770685030cc706a6f5dffb932796d994f7fbf4e6,9426120,2020-02-06 1:24:36,0xaeaa3770e61242d886e78a1d8267ee244c9aa5a7, IN ,0x39c7984d605beb25d74377dd1f658a5a5928dffb,"5,000 Ether",0.000126
4666,0x39c7984d605beb25d74377dd1f658a5a5928dffb,0x67fab87fd2e9249e15c89891a195e5f338eea5258500ea60ea9922c7672d5c25,9426118,2020-02-06 1:24:28,0x8a806f9d4def87d61ff89dd873b84958eaa2c62e, IN ,0x39c7984d605beb25d74377dd1f658a5a5928dffb,229.773325011445196 Ether,0.000126
4667,0x39c7984d605beb25d74377dd1f658a5a5928dffb,0x538b7c0238d247f72780820ff0a610524cedb8c67e29bc86caf9ac4d4b392014,9417113,2020-02-04 16:06:32,0xf2083f734ac1c0cd3dc498305325a5d3a4025675, IN ,0x39c7984d605beb25d74377dd1f658a5a5928dffb,"5,000 Ether",0.000168
4668,0x39c7984d605beb25d74377dd1f658a5a5928dffb,0x50c1b3455ab4cc40ab9fa5e04d9c46e85c677bcbc01b681d7bc635ad15337949,9417113,2020-02-04 16:06:32,0xd43dcb257403ca07fb683c4eb57db133b7479618, IN ,0x39c7984d605beb25d74377dd1f658a5a5928dffb,"4,459.616641029045377 Ether",0.000168
4669,0x39c7984d605beb25d74377dd1f658a5a5928dffb,0x05c3d4cf599ae731f349af1bf60f8b107a212a246a1127d63ca88ac7ebbf548d,9417108,2020-02-04 16:05:08,0x669290a90c33648eee93f2b1cf90aadbca51baa4, IN ,0x39c7984d605beb25d74377dd1f658a5a5928dffb,"5,000 Ether",0.000168
4670,0x39c7984d605beb25d74377dd1f658a5a5928dffb,0xc2324836072e00c5b4e35cb90160c2fc3bfc9cfb92fb27b6b378f3b78fe66eb6,9417108,2020-02-04 16:05:08,0x5ce479e44116a5acada5c2ca0ac5e83624c0c295, IN ,0x39c7984d605beb25d74377dd1f658a5a5928dffb,"5,000 Ether",0.000168
4671,0x39c7984d605beb25d74377dd1f658a5a5928dffb,0xecd24a227ba49dce73c2507dfea04384876e3672a4430a3b10ceec93b2ea2627,9417106,2020-02-04 16:05:01,0x80f3759488b06f49ffada6973c64a892aa1e5ec7, IN ,0x39c7984d605beb25d74377dd1f658a5a5928dffb,"5,000 Ether",0.000168
4672,0x39c7984d605beb25d74377dd1f658a5a5928dffb,0xf62d1e60a64be6a402c96e103a803b65aa972b32ce38cea36a0e52d1fef30591,9417106,2020-02-04 16:05:01,0xfa9fbf4b97e5afd9c6c3b47ee9662dbc92655ace, IN ,0x39c7984d605beb25d74377dd1f658a5a5928dffb,"5,000 Ether",0.000168
4673,0x39c7984d605beb25d74377dd1f658a5a5928dffb,0x0585d48348d3d1b01b1a51715c85545c7a8119d16d999aaeeb9455db6a30effd,9286917,2020-01-15 16:54:36,0xecaa4795eef4a6a32119f1e2a12bbd5fc6275d1e, IN ,0x39c7984d605beb25d74377dd1f658a5a5928dffb,"4,043.212014993120656 Ether",0.000168
4674,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0xebe3a58a2125d435faefd9e547a1468f0efd6c477249a2d3723701294f7f23b7,9271333,2020-01-13 7:45:45,0x73d0e05108e06cac335d48caefc1424468210007, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,"5,000 Ether",0.000126
4675,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0xe722cbc24aad2272792775eb5cebdd2b8699639b1ef07854c5a8f2663d63ec48,9271333,2020-01-13 7:45:45,0x00e8973d3db9fa4c9e14d3cc30c9982e3c0006cd, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,"5,000 Ether",0.000126
4676,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0x95c76703ed4f0b6703399fb7e2686e544377fee824f81d056c750a868e8d2f29,9271333,2020-01-13 7:45:45,0x66dde26b26444037f46ca93f865cc1a9cf2b08e3, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,759.687219903101944 Ether,0.000126
4677,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0xc428d1205638a0836e28c4d83ee336949d9da2d1bf001091398aeaee2dc51930,9259965,2020-01-11 13:44:38,0x5f51ca8596e02aca26c424b4bd29a57d506c8839, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,"5,000 Ether",0.000168
4678,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0x9d0b92eb2b6a574b4676f07b30467b509dbaafe0cd9528cbebe174183b3c0326,9259965,2020-01-11 13:44:38,0x0f5467e1166ceb94a84c82aff6b8faa6d8398679, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,"2,181.655025731022829 Ether",0.000168
4679,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0x37df520baaf6ad857e4b2d12e6e77bfcc03eccbf23dcf62d7006ef5ed486e339,9257545,2020-01-11 4:54:54,0x071f8fc52ecf2ac0f3fe78812997bfd65124e341, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,"1,372.983137994791061 Ether",0.000189
4680,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0x64a144c513c0cbcd6a61fa38c8a0995908c9e6aa2045bf4486174b5eff6928f1,9257545,2020-01-11 4:54:54,0x87b8951ec8c4afc5e1602cf74133ab207a439228, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,"5,000 Ether",0.000189
4681,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0x2b111a1cece6a6774a1aa1a3138461ef8572f4dde0ccb5e6bcb7d01511af10c8,9232270,2020-01-07 8:04:48,0x719cf65485dd1ee763163784be01a36f13df7365, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,"5,000 Ether",0.000168
4682,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0xdc1ad6e9ad76e9f0a28ba9442f63f929f4ae0552b14294df5ab90f2b6bf2e720,9232269,2020-01-07 8:04:28,0xee426007aabb1a645268b597217f3541ea0d5811, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,"3,931.103980514236661 Ether",0.000168
4683,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0x97f6a7baf39872d811453f03f7a3240503f7167933824d03dcc2d8a20e3ee2e8,9227265,2020-01-06 13:44:14,0xd54032d3119b892ad98c04909cd1370fc9ec57c4, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,"5,000 Ether",0.000168
4684,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0x59ce9009bbf53bd546b19cf50ee9e8bad14043f889e684beef39cbefabeaa75a,9227265,2020-01-06 13:44:14,0x5f72ae07af791efcba53dc5fe840d66b58992175, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,169.782851922849694 Ether,0.000168
4685,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0x95cbced479e682b516253c09a69f34d9161dda558bc0ccba391b80ee1f37ad74,9226377,2020-01-06 10:24:22,0xafa55c175634b9fbc0417ebe396a6f28862842ee, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,50.911290887380983 Ether,0.000168
4686,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0xe81fb875ce081bd24c274939499624ffaec881d5d9a61888a518fe7b6fd20090,9226377,2020-01-06 10:24:22,0x7f5ae34fbf5cc9640b87654b5e1c041c4a4f2a3d, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,"5,000 Ether",0.000168
4687,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0xbb8fb4b5aa18b786862e2105887e03c97528aabb8b637c14ee64c5473d279921,9218552,2020-01-05 5:44:20,0x3475afb30e0fa944a4531a9c0b3be24487ad0d56, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,443.932322228877123 Ether,0.000105
4688,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0x7d3143ba6dc2c7da940605b0fce0391bd9372b32921504ac41f1bd0041143798,9218552,2020-01-05 5:44:20,0x0456589b9c5c34722663bd2e7d3407550bac490c, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,"5,000 Ether",0.000105
4689,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,0xfb3ac2fa4d41d2a9339c5e2f4eaa5caf6646476af152942a37dd56467a487ade,9202858,2020-01-02 20:04:56,0xdab5233547f423c5f3fda659e0c3c8e7c59eafbc, IN ,0x7ff47b523d8c1ce76e6b92204adf430acaf1bf13,"1,089.944170817739701 Ether",0.000084
4690,0xcfee6efec3471874022e205f4894733c42cbbf64,0x7b456d175f5e76cf2c3669e01ede1d8d4fc448e16ed55297cc938b879502e700,9015669,2019-11-28 13:17:23,0x62c04bfb289e8626e0bf45c889a6ab26e3718404, IN ,0xcfee6efec3471874022e205f4894733c42cbbf64,"10,000 Ether",0.00017325
4691,0xcfee6efec3471874022e205f4894733c42cbbf64,0x36ae6aaac8172def39a7b76f65efae21a64fea42791ad16feb6e72b9dbcfc64c,8920411,2019-11-12 12:27:24,0x62c04bfb289e8626e0bf45c889a6ab26e3718404, IN ,0xcfee6efec3471874022e205f4894733c42cbbf64,"10,000 Ether",0.000315
4692,0xcfee6efec3471874022e205f4894733c42cbbf64,0x03ee863c0e51d16e43c3fc659f413a534d767fb50b7c805270e5a6c6710683af,7706066,2019-05-06 8:00:12,0x9cf8d36f4aab14ef4975ac6c98f896865f0900c5, IN ,0xcfee6efec3471874022e205f4894733c42cbbf64,"2,500 Ether",0.0000945
4693,0xcfee6efec3471874022e205f4894733c42cbbf64,0xf0598ca0c0556cce74f979dc47a207a95cd1578a20093e91ef63f4f572771d0b,7680975,2019-05-02 10:05:29,0x9cf8d36f4aab14ef4975ac6c98f896865f0900c5, IN ,0xcfee6efec3471874022e205f4894733c42cbbf64,"7,500 Ether",0.000126
4694,0xcfee6efec3471874022e205f4894733c42cbbf64,0x3c2603a05b205b4e79db6776d5eaa906d97abf0f33583d3d5343a4a96da247f2,7649078,2019-04-27 10:56:28,0x9cf8d36f4aab14ef4975ac6c98f896865f0900c5, IN ,0xcfee6efec3471874022e205f4894733c42cbbf64,"2,500 Ether",0.000063
4695,0xcfee6efec3471874022e205f4894733c42cbbf64,0xad2e36f1df2f16545358b5c12f0bc85733b2a2ed26a3527abe87ad088a446c27,7552803,2019-04-12 11:13:25,0x9cf8d36f4aab14ef4975ac6c98f896865f0900c5, IN ,0xcfee6efec3471874022e205f4894733c42cbbf64,"2,500 Ether",0.000084
4696,0xcfee6efec3471874022e205f4894733c42cbbf64,0xd36728f93d44821cccd2c702a241e25b370909e7582fe5c26519cf63d246bef9,7545491,2019-04-11 7:40:21,0x9cf8d36f4aab14ef4975ac6c98f896865f0900c5, IN ,0xcfee6efec3471874022e205f4894733c42cbbf64,"5,000 Ether",0.0000882
4697,0xcfee6efec3471874022e205f4894733c42cbbf64,0xbe55679e51cb407a92328b6fd50d88d676f67c40f92bf2f663825c90311ee764,7463704,2019-03-29 13:34:17,0x9cf8d36f4aab14ef4975ac6c98f896865f0900c5, IN ,0xcfee6efec3471874022e205f4894733c42cbbf64,"9,000 Ether",0.0000882
4698,0xcfee6efec3471874022e205f4894733c42cbbf64,0x96abad625b79fc1641f9e966a888578c7aae34f1b32718f40b4cd222411a940f,7463675,2019-03-29 13:29:18,0x9cf8d36f4aab14ef4975ac6c98f896865f0900c5, IN ,0xcfee6efec3471874022e205f4894733c42cbbf64,"1,000 Ether",0.00006175002
4699,0x9dd172097560b0830fb4faeaa0ec73d6cdb2a913,0x053352f82711fa2b8c848c5b2eb08d0065bde06e79a1c5427918147e9134669f,2049489,2016-08-11 1:14:23,0x0abc1e6b5119bac0652ce84f128f086e44d6797a, IN ,0x9dd172097560b0830fb4faeaa0ec73d6cdb2a913,8.7259 Ether,0.00042
4700,0x9dd172097560b0830fb4faeaa0ec73d6cdb2a913,0xb0843b73efb269a8bf3fba06f368716dde520d6f906886589e1fd7cfe79f980e,2049463,2016-08-11 1:07:59,0x9dd172097560b0830fb4faeaa0ec73d6cdb2a913,OUT, ReplaySafeSplit,8.727899999 Ether,0.00063122
